类型,日期,时间,来源,分类,事件,用户,计算机
审核成功,2018-9-28,3:11:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-28,2:31:33,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-28,2:31:33,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-28,1:53:29,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,1:53:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-28,1:53:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-28,1:32:29,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,1:32:29,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-28,1:32:29,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,1:20:29,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,0:57:25,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,0:57:25,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-28,0:57:25,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,0:33:22,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,0:07:19,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-28,0:07:19,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-28,0:07:19,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,23:52:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,23:52:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,23:37:20,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,23:22:32,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,23:22:32,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,23:05:20,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,23:05:20,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,23:05:20,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,22:58:52,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:58:52,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:52:08,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:52:08,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:51:42,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,22:44:28,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:44:28,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:25:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:25:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:22:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:22:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,22:13:37,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,22:13:37,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,22:13:37,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,22:12:13,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,21:28:05,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,21:28:05,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,21:24:10,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,21:24:10,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,21:24:10,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,21:23:51,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,21:06:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,21:06:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,21:02:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,21:02:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,21:02:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,20:35:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,20:35:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,20:30:39,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,20:30:39,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,20:00:46,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,20:00:46,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,19:15:49,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,19:12:00,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,19:12:00,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,18:54:49,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,18:54:49,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,18:54:49,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,18:24:25,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,18:24:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,18:00:49,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,17:39:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,17:39:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,17:39:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,17:36:50,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,17:10:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,17:10:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:47:17,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:47:17,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:41:46,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,16:41:46,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,16:41:46,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,16:40:51,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,16:33:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:33:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:19:48,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,16:19:48,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,16:19:48,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,16:17:13,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,16:17:13,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,15:57:40,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,15:46:37,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,15:46:37,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,15:20:45,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,15:20:45,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,15:20:36,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,15:20:36,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,15:20:36,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,15:18:18,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,15:02:26,Security,登录/注销 ,683,SYSTEM,COMPUTER
审核成功,2018-9-27,14:38:05,Security,登录/注销 ,538,Administrator,COMPUTER
审核成功,2018-9-27,14:38:05,Security,登录/注销 ,682,SYSTEM,COMPUTER
审核成功,2018-9-27,14:38:04,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-9-27,14:38:04,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-9-27,14:38:04,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-9-27,14:38:04,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-9-27,14:36:34,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,14:30:54,Security,登录/注销 ,683,SYSTEM,COMPUTER
审核成功,2018-9-27,14:30:02,Security,登录/注销 ,538,Administrator,COMPUTER
审核成功,2018-9-27,14:30:02,Security,登录/注销 ,682,SYSTEM,COMPUTER
审核成功,2018-9-27,14:30:01,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-9-27,14:30:01,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-9-27,14:30:01,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-9-27,14:30:01,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-9-27,14:22:55,Security,登录/注销 ,683,SYSTEM,COMPUTER
审核成功,2018-9-27,14:19:02,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-9-27,14:19:02,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-9-27,14:19:02,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-9-27,14:19:02,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-9-27,14:17:03,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,14:17:03,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,14:17:03,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,14:13:25,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,14:13:20,Security,登录/注销 ,576,LOCAL SERVICE,COMPUTER
审核成功,2018-9-27,14:13:20,Security,登录/注销 ,528,LOCAL SERVICE,COMPUTER
审核成功,2018-9-27,14:13:20,Security,登录/注销 ,576,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,14:13:20,Security,登录/注销 ,528,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,14:13:20,Security,登录/注销 ,528,SYSTEM,COMPUTER
审核成功,2018-9-27,14:08:44,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-9-27,14:08:44,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-9-27,14:08:44,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-9-27,14:08:44,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-9-27,13:08:22,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,13:08:22,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,11:41:17,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,11:41:17,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,11:36:33,Security,登录/注销 ,538,Administrator,COMPUTER
审核成功,2018-9-27,11:36:31,Security,登录/注销 ,576,Administrator,COMPUTER
审核成功,2018-9-27,11:36:31,Security,登录/注销 ,528,Administrator,COMPUTER
审核成功,2018-9-27,11:36:31,Security,登录/注销 ,552,SYSTEM,COMPUTER
审核成功,2018-9-27,11:36:31,Security,帐户登录 ,680,Administrator,COMPUTER
审核成功,2018-9-27,11:35:10,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,11:35:10,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:56:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:56:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:53:06,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:53:06,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:12:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:12:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:08:23,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,10:08:23,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,9:57:47,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,9:57:47,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,9:57:47,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,9:47:26,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,9:47:26,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,9:46:01,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,9:34:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,9:34:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,9:25:00,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,9:25:00,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,9:25:00,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,9:10:05,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,8:40:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,8:40:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,8:31:44,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,8:31:44,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,8:16:52,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,8:16:52,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,8:16:52,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,8:03:38,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,8:03:38,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,7:36:58,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,7:36:58,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,7:24:52,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,7:03:50,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,7:03:50,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,7:03:50,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,7:00:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,6:57:01,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,6:57:01,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,6:15:41,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,6:15:41,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,6:15:41,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,6:05:56,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,6:05:56,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,6:00:57,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,6:00:57,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,5:52:51,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,5:52:51,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,5:18:20,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,5:18:20,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,4:30:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,4:30:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,3:59:10,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,3:32:05,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,3:32:05,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,3:32:05,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,3:29:43,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,3:10:30,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,3:10:30,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:59:38,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,2:59:38,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,2:59:38,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,2:48:18,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:48:18,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:45:24,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:45:24,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:45:07,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:45:07,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:39:43,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,2:37:12,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:37:12,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:08:39,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,2:08:39,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,1:47:36,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,1:47:36,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,1:47:36,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,1:44:29,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,1:44:29,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,1:36:38,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,1:28:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,1:28:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:44:35,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:44:35,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:35:23,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,0:35:23,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-27,0:35:23,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,0:27:00,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:27:00,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:25:02,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-27,0:02:02,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-27,0:02:02,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,23:50:56,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,23:50:56,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-26,23:50:56,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,23:38:41,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,23:17:37,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,23:17:37,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-26,23:17:37,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,23:12:50,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:51:48,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:51:48,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-26,22:51:48,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:43:06,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:22:02,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:22:02,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-26,22:22:02,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,22:17:48,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,21:53:18,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,21:53:18,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,21:33:36,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,21:33:36,Security,登录/注销 ,552,NETWORK SERVICE,COMPUTER
审核成功,2018-9-26,21:33:36,Security,帐户登录 ,680,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,20:47:11,Security,登录/注销 ,538,IUSR_COMPUTER,COMPUTER
审核成功,2018-9-26,20:32:43,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,20:32:43,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,20:08:49,Security,登录/注销 ,538,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,20:08:49,Security,登录/注销 ,540,ANONYMOUS LOGON,COMPUTER
审核成功,2018-9-26,20:00:04,Security,登录/注销 ,540,IUSR_COMPUTER,COMPUTER
